trial_id,molecule,indication,phase,status,sponsor,country
CT-099311,MOLDEP3,Rheumatoid Arthritis,Phase III,Recruiting,PrimeCare,India
CT-099312,MOL2,Depression,Phase II,Active,Sunrise Therapeutics,Japan
CT-099313,MOLRA2,Type 2 Diabetes,Phase II,Terminated,MedLife Corp,India
CT-099314,MOLC,Type 2 Diabetes,Phase III,Active,GlobalBio,Brazil
CT-099315,MOLM2,Heart Failure,Phase I,Terminated,PrimeCare,US
CT-099316,MOLBC3,Respiratory,Phase IV,Completed,ABC Pharma,EU
CT-099317,MOLBC3,Depression,Phase II,Terminated,PrimeCare,Brazil
CT-099318,MOLC,Heart Failure,Phase IV,Suspended,OncoGenix,India
CT-099319,MOLIBD3,Depression,Phase III,Completed,OncoGenix,Canada
CT-099320,MOLIBD3,Osteoporosis,Phase I,Recruiting,MedLife Corp,EU
CT-099321,MOLR2,Rheumatoid Arthritis,Phase III,Suspended,ABC Pharma,EU
CT-099322,MOL2,Type 2 Diabetes,Phase II,Active,ABC Pharma,India
CT-099323,MOLHF3,Chronic Kidney Disease,Phase III,Suspended,MedLife Corp,Canada
CT-099324,MOLRA2,Chronic Kidney Disease,Phase II,Recruiting,PrimeCare,EU
CT-099325,MOLR3,Type 2 Diabetes,Phase I,Suspended,MedLife Corp,Australia
CT-099326,MOLO2,Osteoporosis,Phase III,Recruiting,ABC Pharma,Canada
CT-099327,MOLLC2,Breast Cancer,Phase II,Suspended,ABC Pharma,Global
CT-099328,MOLX,Inflammatory Bowel Disease,Phase II,Suspended,GlobalBio,US
CT-099329,MOL2,Breast Cancer,Phase II,Active,MedLife Corp,Australia
CT-099330,MOLCKD2,Rheumatoid Arthritis,Phase III,Active,GlobalBio,Canada
CT-099331,MOLRA3,Psoriasis,Phase I,Completed,NovaCure,Japan
CT-099332,MOLA,Psoriasis,Phase II,Recruiting,NovaCure,Global
CT-099333,MOLM2,Respiratory,Phase IV,Terminated,MedLife Corp,India
CT-099334,MOLP3,Depression,Phase IV,Suspended,GlobalBio,China
CT-099335,MOLR2,Heart Failure,Phase III,Recruiting,GlobalBio,India
CT-099336,MOLY,Breast Cancer,Phase I,Active,XYZ Pharma,Canada
CT-099337,MOLO2,Rheumatoid Arthritis,Phase III,Terminated,Sunrise Therapeutics,EU
CT-099338,MOLY,Rheumatoid Arthritis,Phase I,Completed,ABC Pharma,China
CT-099339,MOLP2,Hypertension,Phase I,Completed,XYZ Pharma,India
CT-099340,MOLO1,Breast Cancer,Phase II,Active,XYZ Pharma,EU
CT-099341,MOLH2,Lung Cancer,Phase III,Recruiting,XYZ Pharma,China
CT-099342,MOLM2,Hypertension,Phase I,Completed,XYZ Pharma,US
CT-099343,MOLP2,Type 2 Diabetes,Phase IV,Recruiting,XYZ Pharma,India
CT-099344,MOLP2,Chronic Kidney Disease,Phase I,Active,ABC Pharma,China
CT-099345,MOLO1,Type 2 Diabetes,Phase I,Terminated,PrimeCare,Global
CT-099346,MOLP1,Psoriasis,Phase II,Suspended,GlobalBio,US
CT-099347,MOLY,Respiratory,Phase IV,Recruiting,MedLife Corp,Canada
CT-099348,MOLP1,Heart Failure,Phase III,Recruiting,MedLife Corp,India
CT-099349,MOLBC1,Depression,Phase III,Terminated,OncoGenix,Global
CT-099350,MOLD3,Breast Cancer,Phase III,Active,PrimeCare,Brazil
CT-099351,MOLBC2,Osteoporosis,Phase II,Terminated,OncoGenix,EU
CT-099352,MOLRA1,Psoriasis,Phase III,Active,OncoGenix,India
CT-099353,MOLD2,Depression,Phase II,Completed,Sunrise Therapeutics,Brazil
CT-099354,MOLIBD3,Osteoporosis,Phase I,Completed,OncoGenix,Global
CT-099355,MOL1,Asthma,Phase II,Active,Sunrise Therapeutics,Canada
CT-099356,MOLO3,Rheumatoid Arthritis,Phase I,Recruiting,MedLife Corp,Australia
CT-099357,MOLDEP2,Hypertension,Phase I,Active,MedLife Corp,India
CT-099358,MOLDEP2,Heart Failure,Phase III,Completed,NovaCure,China
CT-099359,MOLR2,Type 2 Diabetes,Phase III,Completed,MedLife Corp,India
CT-099360,MOLLC2,Lung Cancer,Phase I,Terminated,ABC Pharma,Japan
CT-099361,MOLD3,Breast Cancer,Phase III,Recruiting,NovaCure,China
CT-099362,MOL2,Asthma,Phase III,Completed,XYZ Pharma,Australia
CT-099363,MOLO2,Breast Cancer,Phase IV,Recruiting,Sunrise Therapeutics,Australia
CT-099364,MOLDEP3,Type 2 Diabetes,Phase II,Completed,PrimeCare,Canada
CT-099365,MOLO1,Asthma,Phase III,Suspended,XYZ Pharma,Japan
CT-099366,MOLCKD3,Lung Cancer,Phase IV,Active,ABC Pharma,China
CT-099367,MOLHF1,Chronic Kidney Disease,Phase I,Completed,PrimeCare,EU
CT-099368,MOLR1,Respiratory,Phase III,Suspended,Sunrise Therapeutics,Global
CT-099369,MOLO3,Respiratory,Phase IV,Completed,ABC Pharma,India
CT-099370,MOLM1,Inflammatory Bowel Disease,Phase II,Suspended,NovaCure,Canada
CT-099371,MOLIBD2,Respiratory,Phase I,Active,NovaCure,US
CT-099372,MOLIBD1,Hypertension,Phase II,Active,OncoGenix,Japan
CT-099373,MOLLC1,Psoriasis,Phase III,Active,NovaCure,EU
CT-099374,MOLHF2,Asthma,Phase I,Suspended,MedLife Corp,US
CT-099375,MOLLC2,Lung Cancer,Phase II,Recruiting,NovaCure,India
CT-099376,MOLH1,Rheumatoid Arthritis,Phase IV,Active,ABC Pharma,Global
CT-099377,MOLD1,Asthma,Phase II,Completed,PrimeCare,Australia
CT-099378,MOLHF3,Depression,Phase II,Suspended,MedLife Corp,China
CT-099379,MOLY,Depression,Phase IV,Recruiting,MedLife Corp,China
CT-099380,MOLDEP3,Inflammatory Bowel Disease,Phase II,Completed,MedLife Corp,Global
CT-099381,MOL2,Heart Failure,Phase III,Active,PrimeCare,Canada
CT-099382,MOLBC2,Chronic Kidney Disease,Phase II,Recruiting,NovaCure,Japan
CT-099383,MOLP1,Depression,Phase I,Recruiting,PrimeCare,EU
CT-099384,MOLO3,Lung Cancer,Phase III,Active,Sunrise Therapeutics,Global
CT-099385,MOLBC2,Asthma,Phase II,Suspended,ABC Pharma,Japan
CT-099386,MOLP1,Hypertension,Phase IV,Completed,GlobalBio,US
CT-099387,MOLBC2,Hypertension,Phase I,Suspended,MedLife Corp,China
CT-099388,MOLC,Rheumatoid Arthritis,Phase II,Completed,NovaCure,Brazil
CT-099389,MOLP2,Migraine,Phase II,Suspended,Sunrise Therapeutics,US
CT-099390,MOLM1,Lung Cancer,Phase III,Suspended,Sunrise Therapeutics,India
CT-099391,MOLP3,Heart Failure,Phase II,Suspended,GlobalBio,Global
CT-099392,MOLLC1,Breast Cancer,Phase I,Completed,XYZ Pharma,Canada
CT-099393,MOLDEP2,Depression,Phase III,Recruiting,NovaCure,Canada
CT-099394,MOLC,Depression,Phase III,Recruiting,GlobalBio,Japan
CT-099395,MOLBC3,Migraine,Phase I,Active,NovaCure,Global
CT-099396,MOLRA1,Asthma,Phase III,Completed,ABC Pharma,EU
CT-099397,MOLD3,COPD,Phase II,Recruiting,ABC Pharma,China
CT-099398,MOLDEP1,Hypertension,Phase III,Suspended,ABC Pharma,Canada
CT-099399,MOLLC2,Chronic Kidney Disease,Phase IV,Terminated,MedLife Corp,India
CT-099400,MOLCKD3,Asthma,Phase II,Recruiting,NovaCure,China
CT-099401,MOLDEP3,Psoriasis,Phase III,Terminated,XYZ Pharma,China
CT-099402,MOLO1,Depression,Phase III,Active,XYZ Pharma,Canada
CT-099403,MOLR2,Hypertension,Phase I,Active,GlobalBio,Canada
CT-099404,MOLDEP2,Breast Cancer,Phase I,Suspended,XYZ Pharma,US
CT-099405,MOLD2,Heart Failure,Phase IV,Suspended,MedLife Corp,India
CT-099406,MOLD3,Asthma,Phase IV,Terminated,XYZ Pharma,US
CT-099407,MOLRA1,Lung Cancer,Phase III,Terminated,GlobalBio,Japan
CT-099408,MOLDEP3,Osteoporosis,Phase I,Terminated,GlobalBio,Japan
CT-099409,MOLLC1,Hypertension,Phase III,Suspended,OncoGenix,Australia
CT-099410,MOLH3,Respiratory,Phase II,Suspended,XYZ Pharma,Brazil
CT-099411,MOLHF2,Heart Failure,Phase II,Suspended,PrimeCare,US
CT-099412,MOLH3,Hypertension,Phase IV,Completed,PrimeCare,India
CT-099413,MOLM2,Type 2 Diabetes,Phase II,Completed,PrimeCare,EU
CT-099414,MOLR3,Chronic Kidney Disease,Phase IV,Suspended,GlobalBio,China
CT-099415,MOLP3,Osteoporosis,Phase III,Completed,GlobalBio,China
CT-099416,MOLBC2,Depression,Phase IV,Active,Sunrise Therapeutics,Japan
CT-099417,MOLO2,COPD,Phase I,Active,GlobalBio,China
CT-099418,MOLRA1,Osteoporosis,Phase IV,Terminated,NovaCure,US
CT-099419,MOLM2,Heart Failure,Phase II,Recruiting,Sunrise Therapeutics,US
CT-099420,MOLDEP2,Inflammatory Bowel Disease,Phase IV,Completed,MedLife Corp,US
CT-099421,MOLIBD1,Type 2 Diabetes,Phase I,Suspended,OncoGenix,Global
CT-099422,MOLDEP3,COPD,Phase I,Recruiting,NovaCure,Australia
CT-099423,MOLM2,Respiratory,Phase III,Recruiting,PrimeCare,Canada
CT-099424,MOLLC1,Lung Cancer,Phase I,Recruiting,NovaCure,China
CT-099425,MOLLC3,Heart Failure,Phase I,Active,MedLife Corp,Australia
CT-099426,MOLLC3,Psoriasis,Phase III,Terminated,MedLife Corp,Brazil
CT-099427,MOL1,Migraine,Phase III,Active,GlobalBio,EU
CT-099428,MOLC,Inflammatory Bowel Disease,Phase III,Recruiting,OncoGenix,Japan
CT-099429,MOLCKD3,Rheumatoid Arthritis,Phase I,Recruiting,OncoGenix,EU
CT-099430,MOLBC3,Rheumatoid Arthritis,Phase III,Active,OncoGenix,Canada
CT-099431,MOLDEP1,Asthma,Phase IV,Suspended,GlobalBio,Global
CT-099432,MOLM3,Hypertension,Phase III,Suspended,OncoGenix,Australia
CT-099433,MOLP3,Rheumatoid Arthritis,Phase I,Suspended,GlobalBio,Brazil
CT-099434,MOLHF1,Breast Cancer,Phase IV,Active,MedLife Corp,US
CT-099435,MOLP1,Hypertension,Phase IV,Terminated,ABC Pharma,EU
CT-099436,MOLHF3,Heart Failure,Phase II,Suspended,NovaCure,India
CT-099437,MOLD2,Hypertension,Phase I,Active,PrimeCare,Brazil
CT-099438,MOLRA2,Rheumatoid Arthritis,Phase II,Suspended,Sunrise Therapeutics,US
CT-099439,MOLIBD3,Respiratory,Phase II,Active,OncoGenix,Canada
CT-099440,MOLLC1,Lung Cancer,Phase III,Suspended,OncoGenix,Japan
CT-099441,MOLLC2,Hypertension,Phase I,Active,Sunrise Therapeutics,Brazil
CT-099442,MOLHF2,Chronic Kidney Disease,Phase IV,Completed,OncoGenix,India
CT-099443,MOLBC3,Breast Cancer,Phase IV,Completed,GlobalBio,India
CT-099444,MOLDEP2,Osteoporosis,Phase I,Recruiting,PrimeCare,Brazil
CT-099445,MOLIBD2,COPD,Phase IV,Active,OncoGenix,China
CT-099446,MOLH3,Type 2 Diabetes,Phase II,Recruiting,PrimeCare,EU
CT-099447,MOLD3,Osteoporosis,Phase III,Terminated,XYZ Pharma,EU
CT-099448,MOLDEP2,Psoriasis,Phase I,Suspended,OncoGenix,Brazil
CT-099449,MOLBC3,Osteoporosis,Phase II,Active,GlobalBio,China
CT-099450,MOLP1,Migraine,Phase II,Suspended,PrimeCare,Japan
CT-099451,MOL2,Asthma,Phase III,Suspended,XYZ Pharma,Global
CT-099452,MOLH2,Lung Cancer,Phase II,Recruiting,ABC Pharma,China
CT-099453,MOLRA3,Migraine,Phase III,Active,OncoGenix,China
CT-099454,MOLX,Type 2 Diabetes,Phase II,Recruiting,Sunrise Therapeutics,Canada
CT-099455,MOLIBD2,Migraine,Phase IV,Active,Sunrise Therapeutics,EU
CT-099456,MOLO1,Rheumatoid Arthritis,Phase III,Terminated,ABC Pharma,China
CT-099457,MOLR3,Rheumatoid Arthritis,Phase III,Recruiting,OncoGenix,EU
CT-099458,MOL2,Rheumatoid Arthritis,Phase I,Completed,NovaCure,Australia
CT-099459,MOLRA3,Type 2 Diabetes,Phase I,Suspended,ABC Pharma,Brazil
CT-099460,MOLO2,Rheumatoid Arthritis,Phase III,Completed,PrimeCare,Canada
CT-099461,MOLP1,Type 2 Diabetes,Phase II,Active,XYZ Pharma,Brazil
CT-099462,MOLX,Respiratory,Phase IV,Terminated,MedLife Corp,US
CT-099463,MOLLC3,Heart Failure,Phase II,Completed,Sunrise Therapeutics,India
CT-099464,MOLIBD2,Type 2 Diabetes,Phase II,Active,NovaCure,China
CT-099465,MOLDEP3,Hypertension,Phase I,Active,PrimeCare,US
CT-099466,MOLX,Type 2 Diabetes,Phase IV,Recruiting,NovaCure,Global
CT-099467,MOLO1,Type 2 Diabetes,Phase IV,Recruiting,OncoGenix,Global
CT-099468,MOLM2,Chronic Kidney Disease,Phase I,Recruiting,MedLife Corp,Brazil
CT-099469,MOL1,Respiratory,Phase I,Terminated,GlobalBio,Global
CT-099470,MOLLC2,Lung Cancer,Phase III,Active,MedLife Corp,Australia
CT-099471,MOLO3,COPD,Phase III,Active,GlobalBio,US
CT-099472,MOLLC1,Migraine,Phase I,Suspended,PrimeCare,Canada
CT-099473,MOLY,Respiratory,Phase II,Terminated,Sunrise Therapeutics,Canada
CT-099474,MOLCKD2,Breast Cancer,Phase II,Recruiting,GlobalBio,China
CT-099475,MOLLC3,Migraine,Phase III,Active,Sunrise Therapeutics,EU
CT-099476,MOLDEP3,Type 2 Diabetes,Phase I,Recruiting,MedLife Corp,Brazil
CT-099477,MOLIBD1,Hypertension,Phase IV,Active,GlobalBio,US
CT-099478,MOLBC3,Osteoporosis,Phase IV,Terminated,OncoGenix,US
CT-099479,MOLC,Type 2 Diabetes,Phase III,Completed,GlobalBio,Japan
CT-099480,MOLRA1,Osteoporosis,Phase I,Active,PrimeCare,Japan
CT-099481,MOLO2,Breast Cancer,Phase III,Recruiting,GlobalBio,Australia
CT-099482,MOLO2,Type 2 Diabetes,Phase III,Suspended,ABC Pharma,Japan
CT-099483,MOLP2,Type 2 Diabetes,Phase II,Suspended,PrimeCare,China
CT-099484,MOLHF2,Chronic Kidney Disease,Phase IV,Completed,PrimeCare,Canada
CT-099485,MOLRA1,Type 2 Diabetes,Phase III,Completed,XYZ Pharma,China
CT-099486,MOLD1,Respiratory,Phase I,Recruiting,Sunrise Therapeutics,China
CT-099487,MOLR3,Osteoporosis,Phase IV,Completed,Sunrise Therapeutics,Global
CT-099488,MOLCKD1,Lung Cancer,Phase IV,Active,OncoGenix,India
CT-099489,MOLP1,Hypertension,Phase III,Suspended,XYZ Pharma,Global
CT-099490,MOLP3,Asthma,Phase I,Completed,PrimeCare,Brazil
CT-099491,MOLR3,Heart Failure,Phase III,Terminated,MedLife Corp,US
CT-099492,MOLM1,Lung Cancer,Phase IV,Suspended,Sunrise Therapeutics,EU
CT-099493,MOLCKD3,Osteoporosis,Phase IV,Recruiting,MedLife Corp,Global
CT-099494,MOLD3,Inflammatory Bowel Disease,Phase I,Active,ABC Pharma,EU
CT-099495,MOLH3,Respiratory,Phase III,Suspended,XYZ Pharma,Brazil
CT-099496,MOLD1,Depression,Phase I,Recruiting,GlobalBio,China
CT-099497,MOLA,Lung Cancer,Phase II,Recruiting,Sunrise Therapeutics,Australia
CT-099498,MOLP3,Breast Cancer,Phase III,Suspended,GlobalBio,India
CT-099499,MOLR3,Osteoporosis,Phase III,Recruiting,OncoGenix,China
CT-099500,MOLM2,Type 2 Diabetes,Phase IV,Active,PrimeCare,China
CT-099501,MOLHF1,Type 2 Diabetes,Phase I,Terminated,GlobalBio,Global
CT-099502,MOLD2,Rheumatoid Arthritis,Phase II,Active,GlobalBio,Brazil
CT-099503,MOLDEP3,Respiratory,Phase III,Suspended,OncoGenix,Canada
CT-099504,MOL1,Respiratory,Phase III,Active,NovaCure,India
CT-099505,MOLHF3,Depression,Phase IV,Active,ABC Pharma,EU
CT-099506,MOL2,Hypertension,Phase I,Completed,MedLife Corp,China
CT-099507,MOLRA3,Osteoporosis,Phase I,Terminated,NovaCure,China
CT-099508,MOLC,Psoriasis,Phase II,Completed,MedLife Corp,China
CT-099509,MOLDEP2,Rheumatoid Arthritis,Phase II,Completed,MedLife Corp,US
CT-099510,MOLP2,Asthma,Phase I,Active,XYZ Pharma,India
CT-099511,MOLCKD2,Chronic Kidney Disease,Phase IV,Completed,ABC Pharma,Japan
CT-099512,MOLIBD2,Chronic Kidney Disease,Phase II,Active,GlobalBio,US
CT-099513,MOLM2,Inflammatory Bowel Disease,Phase IV,Recruiting,ABC Pharma,Japan
CT-099514,MOLIBD2,Breast Cancer,Phase III,Completed,XYZ Pharma,China
CT-099515,MOLBC1,Depression,Phase III,Completed,ABC Pharma,Brazil
CT-099516,MOLCKD1,Breast Cancer,Phase I,Recruiting,MedLife Corp,Global
CT-099517,MOLH1,Lung Cancer,Phase III,Completed,OncoGenix,Global
CT-099518,MOLD1,Osteoporosis,Phase I,Recruiting,PrimeCare,US
CT-099519,MOLBC1,COPD,Phase I,Terminated,PrimeCare,China
CT-099520,MOLH2,COPD,Phase III,Recruiting,MedLife Corp,Brazil
CT-099521,MOLCKD3,Hypertension,Phase I,Terminated,PrimeCare,Brazil
CT-099522,MOLH2,Respiratory,Phase III,Suspended,GlobalBio,Canada
CT-099523,MOLC,Rheumatoid Arthritis,Phase II,Suspended,NovaCure,US
CT-099524,MOLRA3,Type 2 Diabetes,Phase IV,Completed,OncoGenix,Brazil
CT-099525,MOLHF2,Migraine,Phase III,Terminated,Sunrise Therapeutics,India
CT-099526,MOLO3,Asthma,Phase III,Recruiting,GlobalBio,EU
CT-099527,MOLCKD1,COPD,Phase III,Active,GlobalBio,US
CT-099528,MOLIBD2,Hypertension,Phase I,Terminated,GlobalBio,Australia
CT-099529,MOLLC2,Inflammatory Bowel Disease,Phase IV,Active,NovaCure,EU
CT-099530,MOLHF3,Chronic Kidney Disease,Phase I,Recruiting,Sunrise Therapeutics,Canada
CT-099531,MOLIBD3,Lung Cancer,Phase I,Suspended,PrimeCare,EU
CT-099532,MOLM2,Type 2 Diabetes,Phase II,Completed,XYZ Pharma,US
CT-099533,MOLO3,Lung Cancer,Phase III,Terminated,PrimeCare,Japan
CT-099534,MOLD3,Heart Failure,Phase III,Suspended,XYZ Pharma,Brazil
CT-099535,MOLLC2,Chronic Kidney Disease,Phase IV,Terminated,ABC Pharma,India
CT-099536,MOLIBD3,Asthma,Phase IV,Terminated,ABC Pharma,EU
CT-099537,MOLCKD3,Hypertension,Phase IV,Active,XYZ Pharma,Canada
CT-099538,MOLCKD3,Type 2 Diabetes,Phase III,Active,Sunrise Therapeutics,Japan
CT-099539,MOLR1,Breast Cancer,Phase I,Completed,NovaCure,Canada
CT-099540,MOLH1,Osteoporosis,Phase II,Suspended,Sunrise Therapeutics,India
CT-099541,MOLRA2,Psoriasis,Phase I,Active,PrimeCare,Australia
CT-099542,MOLHF1,Asthma,Phase III,Suspended,ABC Pharma,US
CT-099543,MOLH1,Depression,Phase IV,Active,ABC Pharma,Canada
CT-099544,MOL1,Hypertension,Phase IV,Suspended,GlobalBio,Brazil
CT-099545,MOLIBD1,Hypertension,Phase II,Recruiting,PrimeCare,Global
CT-099546,MOLRA3,Chronic Kidney Disease,Phase I,Terminated,XYZ Pharma,Global
CT-099547,MOL1,Osteoporosis,Phase III,Recruiting,OncoGenix,Japan
CT-099548,MOLBC2,Osteoporosis,Phase I,Suspended,PrimeCare,EU
CT-099549,MOLA,COPD,Phase III,Terminated,GlobalBio,Australia
CT-099550,MOLCKD3,Heart Failure,Phase III,Active,OncoGenix,US
CT-099551,MOLRA3,Breast Cancer,Phase IV,Completed,OncoGenix,US
CT-099552,MOLDEP3,Psoriasis,Phase II,Recruiting,GlobalBio,China
CT-099553,MOLIBD1,Breast Cancer,Phase III,Completed,PrimeCare,Japan
CT-099554,MOLD1,Respiratory,Phase IV,Recruiting,ABC Pharma,Global
CT-099555,MOLIBD1,Lung Cancer,Phase III,Recruiting,GlobalBio,US
CT-099556,MOLP3,Heart Failure,Phase II,Completed,XYZ Pharma,Japan
CT-099557,MOLRA2,Breast Cancer,Phase III,Active,XYZ Pharma,China
CT-099558,MOLHF2,Migraine,Phase III,Active,MedLife Corp,China
CT-099559,MOLM1,Psoriasis,Phase IV,Active,NovaCure,Canada
CT-099560,MOLC,Lung Cancer,Phase I,Terminated,MedLife Corp,US
CT-099561,MOLBC2,Respiratory,Phase II,Terminated,ABC Pharma,Canada
CT-099562,MOLH1,Migraine,Phase I,Active,MedLife Corp,India
CT-099563,MOLY,Lung Cancer,Phase II,Completed,Sunrise Therapeutics,Japan
CT-099564,MOLP2,Lung Cancer,Phase III,Recruiting,NovaCure,India
CT-099565,MOLDEP3,Inflammatory Bowel Disease,Phase I,Suspended,ABC Pharma,China
CT-099566,MOLD1,COPD,Phase IV,Completed,PrimeCare,Australia
CT-099567,MOLM2,Depression,Phase I,Terminated,GlobalBio,Canada
CT-099568,MOLH2,Depression,Phase III,Active,Sunrise Therapeutics,Australia
CT-099569,MOLHF1,Rheumatoid Arthritis,Phase II,Recruiting,GlobalBio,Australia
CT-099570,MOLIBD2,Depression,Phase I,Active,XYZ Pharma,Brazil
CT-099571,MOLDEP1,Rheumatoid Arthritis,Phase IV,Completed,NovaCure,Brazil
CT-099572,MOLDEP2,Osteoporosis,Phase III,Completed,PrimeCare,India
CT-099573,MOLBC3,Breast Cancer,Phase III,Completed,Sunrise Therapeutics,Brazil
CT-099574,MOLO3,COPD,Phase I,Recruiting,OncoGenix,Brazil
CT-099575,MOLC,COPD,Phase II,Suspended,OncoGenix,Australia
CT-099576,MOL1,Migraine,Phase IV,Recruiting,NovaCure,US
CT-099577,MOLP1,Hypertension,Phase II,Recruiting,MedLife Corp,US
CT-099578,MOLD2,Asthma,Phase IV,Terminated,NovaCure,China
CT-099579,MOLO1,Lung Cancer,Phase IV,Terminated,NovaCure,EU
CT-099580,MOLR2,Hypertension,Phase I,Completed,XYZ Pharma,EU
CT-099581,MOLCKD2,Respiratory,Phase I,Terminated,NovaCure,China
CT-099582,MOLP1,Breast Cancer,Phase I,Suspended,ABC Pharma,Australia
CT-099583,MOLRA2,Inflammatory Bowel Disease,Phase II,Terminated,NovaCure,China
CT-099584,MOLM3,Lung Cancer,Phase II,Terminated,XYZ Pharma,EU
CT-099585,MOLO2,Chronic Kidney Disease,Phase I,Suspended,MedLife Corp,India
CT-099586,MOLDEP2,Breast Cancer,Phase IV,Terminated,PrimeCare,Japan
CT-099587,MOLIBD1,Hypertension,Phase I,Recruiting,XYZ Pharma,Global
CT-099588,MOLCKD2,Hypertension,Phase IV,Terminated,OncoGenix,Japan
CT-099589,MOLO3,Type 2 Diabetes,Phase III,Suspended,Sunrise Therapeutics,Australia
CT-099590,MOLCKD1,Heart Failure,Phase III,Terminated,ABC Pharma,Japan
CT-099591,MOLDEP2,Depression,Phase III,Completed,ABC Pharma,India
CT-099592,MOLHF1,Respiratory,Phase I,Active,ABC Pharma,Japan
CT-099593,MOLO1,Breast Cancer,Phase III,Completed,MedLife Corp,EU
CT-099594,MOLCKD1,Psoriasis,Phase III,Recruiting,MedLife Corp,India
CT-099595,MOLP3,Psoriasis,Phase II,Recruiting,NovaCure,Brazil
CT-099596,MOLBC2,Heart Failure,Phase I,Terminated,XYZ Pharma,Brazil
CT-099597,MOLP2,Inflammatory Bowel Disease,Phase III,Terminated,GlobalBio,Global
CT-099598,MOLH1,Breast Cancer,Phase IV,Completed,MedLife Corp,India
CT-099599,MOLY,Heart Failure,Phase III,Terminated,XYZ Pharma,China
CT-099600,MOLBC3,Psoriasis,Phase III,Completed,ABC Pharma,US
CT-099601,MOLBC3,Rheumatoid Arthritis,Phase I,Active,GlobalBio,India
CT-099602,MOLIBD3,Lung Cancer,Phase II,Terminated,NovaCure,Japan
CT-099603,MOLCKD1,COPD,Phase I,Suspended,XYZ Pharma,Australia
CT-099604,MOLHF1,Osteoporosis,Phase II,Active,OncoGenix,US
CT-099605,MOLP3,Asthma,Phase II,Recruiting,ABC Pharma,Global
CT-099606,MOLC,Psoriasis,Phase II,Completed,PrimeCare,China
CT-099607,MOLR2,Rheumatoid Arthritis,Phase I,Completed,GlobalBio,Global
CT-099608,MOLD3,Breast Cancer,Phase IV,Terminated,Sunrise Therapeutics,EU
CT-099609,MOLRA2,Hypertension,Phase IV,Completed,PrimeCare,Japan
CT-099610,MOLH1,Hypertension,Phase II,Active,GlobalBio,Australia
CT-099611,MOLBC3,Type 2 Diabetes,Phase III,Recruiting,ABC Pharma,Global
CT-099612,MOLR2,Breast Cancer,Phase IV,Active,PrimeCare,China
CT-099613,MOL2,Respiratory,Phase IV,Recruiting,NovaCure,Brazil
CT-099614,MOL1,COPD,Phase II,Completed,PrimeCare,Australia
CT-099615,MOLBC3,Heart Failure,Phase II,Completed,GlobalBio,US
CT-099616,MOLDEP1,Inflammatory Bowel Disease,Phase IV,Terminated,MedLife Corp,EU
CT-099617,MOLR3,Lung Cancer,Phase II,Completed,Sunrise Therapeutics,Australia
CT-099618,MOLC,Chronic Kidney Disease,Phase III,Terminated,ABC Pharma,US
CT-099619,MOLDEP2,COPD,Phase I,Terminated,Sunrise Therapeutics,EU
CT-099620,MOLM2,Asthma,Phase IV,Active,ABC Pharma,US
CT-099621,MOLP2,Asthma,Phase IV,Completed,XYZ Pharma,EU
CT-099622,MOLCKD1,Type 2 Diabetes,Phase III,Recruiting,ABC Pharma,India
CT-099623,MOLCKD2,Inflammatory Bowel Disease,Phase IV,Terminated,NovaCure,India
CT-099624,MOLH1,Heart Failure,Phase III,Completed,NovaCure,Australia
CT-099625,MOLR2,Respiratory,Phase III,Suspended,PrimeCare,Global
CT-099626,MOLLC1,Respiratory,Phase II,Terminated,ABC Pharma,Global
CT-099627,MOLBC3,Breast Cancer,Phase I,Recruiting,Sunrise Therapeutics,Japan
CT-099628,MOLCKD1,Asthma,Phase I,Suspended,XYZ Pharma,EU
CT-099629,MOLD3,Type 2 Diabetes,Phase III,Active,OncoGenix,Global
CT-099630,MOLM3,Type 2 Diabetes,Phase IV,Completed,OncoGenix,Canada
CT-099631,MOLLC1,COPD,Phase III,Terminated,NovaCure,Global
CT-099632,MOLCKD3,Lung Cancer,Phase III,Completed,Sunrise Therapeutics,India
CT-099633,MOL2,Lung Cancer,Phase III,Active,XYZ Pharma,Canada
CT-099634,MOLH2,Depression,Phase II,Completed,PrimeCare,China
CT-099635,MOLD1,Migraine,Phase II,Completed,GlobalBio,Global
CT-099636,MOLIBD2,Osteoporosis,Phase I,Recruiting,PrimeCare,US
CT-099637,MOLIBD1,COPD,Phase I,Active,ABC Pharma,EU
CT-099638,MOLIBD3,Psoriasis,Phase IV,Active,XYZ Pharma,EU
CT-099639,MOLX,Depression,Phase I,Terminated,GlobalBio,China
CT-099640,MOLLC1,Depression,Phase IV,Terminated,NovaCure,Brazil
CT-099641,MOLHF1,Breast Cancer,Phase II,Terminated,ABC Pharma,India
CT-099642,MOLM2,Inflammatory Bowel Disease,Phase III,Completed,GlobalBio,Australia
CT-099643,MOLM1,Lung Cancer,Phase I,Suspended,XYZ Pharma,Global
CT-099644,MOLM3,Psoriasis,Phase II,Completed,XYZ Pharma,EU
CT-099645,MOLO3,Chronic Kidney Disease,Phase I,Terminated,ABC Pharma,Australia
CT-099646,MOLH1,Psoriasis,Phase IV,Recruiting,ABC Pharma,India
CT-099647,MOLBC1,Chronic Kidney Disease,Phase II,Suspended,XYZ Pharma,Japan
CT-099648,MOLCKD3,Breast Cancer,Phase I,Terminated,Sunrise Therapeutics,EU
