molecule,indication,country,year,sales_usd_mn,cagr_5y,competitors,patient_burden_index
MOLD1,Osteoporosis,Australia,2022,551.36,8.69,1,0.71
MOLD3,Depression,Canada,2015,182.01,-4.78,18,0.81
MOLD1,Hypertension,China,2021,490.49,-2.51,7,0.29
MOLR3,Type 2 Diabetes,Japan,2019,917.29,6.35,15,0.28
MOLLC2,Respiratory,Canada,2019,587.1,4.86,23,0.48
MOLO3,COPD,Brazil,2022,401.56,5.04,1,0.92
MOLA,Heart Failure,Canada,2024,829.07,4.14,8,0.33
MOLDEP3,Migraine,China,2022,736.55,10.51,12,0.59
MOLCKD1,Psoriasis,EU,2018,963.79,-1.0,19,0.34
MOLRA2,Type 2 Diabetes,Canada,2023,67.16,11.52,11,0.57
MOLO3,Type 2 Diabetes,US,2017,789.14,12.12,9,0.42
MOLM2,Respiratory,US,2022,304.46,9.62,3,0.55
MOLY,Depression,EU,2017,387.21,10.41,18,0.71
MOLDEP2,Inflammatory Bowel Disease,US,2017,241.32,-1.6,10,0.96
MOLHF3,Respiratory,Canada,2020,745.73,8.36,1,0.39
MOLCKD1,Respiratory,India,2015,544.37,12.48,18,0.99
MOLDEP1,COPD,Japan,2018,862.85,0.97,16,0.25
MOLIBD2,Depression,Australia,2019,360.93,-0.56,13,0.93
MOL2,Lung Cancer,Japan,2015,981.56,10.14,15,0.63
MOLR2,Respiratory,Brazil,2017,846.85,2.8,21,0.97
MOLY,Lung Cancer,EU,2018,775.12,-3.35,21,0.97
MOLH2,Asthma,Australia,2018,693.1,9.84,17,0.66
MOLCKD2,Psoriasis,EU,2020,804.61,10.28,15,0.56
MOLHF3,COPD,China,2023,696.61,15.92,22,0.83
MOLP3,COPD,Canada,2018,168.88,18.72,20,0.75
MOLO1,Migraine,Global,2015,884.68,14.35,20,0.61
MOLIBD2,Type 2 Diabetes,Brazil,2021,417.75,18.26,21,0.26
MOLR2,Lung Cancer,US,2022,315.67,10.03,9,0.67
MOLM2,Osteoporosis,Japan,2024,880.59,10.41,3,0.62
MOLP1,Lung Cancer,US,2022,597.73,0.08,15,0.75
MOLM3,Rheumatoid Arthritis,Global,2018,352.84,11.23,2,0.97
MOLDEP3,Lung Cancer,Japan,2017,138.24,-1.14,2,0.52
MOLCKD2,Respiratory,Brazil,2015,140.72,-1.7,13,0.51
MOLLC1,Psoriasis,Canada,2017,851.27,9.64,7,0.64
MOLLC1,Respiratory,Global,2016,445.14,17.58,9,0.79
MOLIBD3,Asthma,Brazil,2018,925.96,16.3,23,0.43
MOLBC2,Asthma,Japan,2018,249.62,2.04,11,0.44
MOLHF3,Type 2 Diabetes,Australia,2020,565.13,4.53,2,0.78
MOLIBD1,Respiratory,EU,2020,239.44,0.89,6,0.25
MOLRA1,Psoriasis,US,2017,118.3,4.41,16,0.58
MOLO2,Psoriasis,Australia,2015,821.67,18.96,19,0.8
MOLR2,COPD,Japan,2022,120.44,12.25,7,0.31
MOLR3,Inflammatory Bowel Disease,Canada,2016,173.13,13.74,23,0.61
MOLBC1,Type 2 Diabetes,India,2016,888.41,17.88,19,0.48
MOLIBD2,Asthma,Canada,2019,770.19,15.16,1,0.24
MOLC,Osteoporosis,Japan,2020,20.64,6.48,5,0.41
MOLR2,Heart Failure,India,2015,376.66,1.27,6,0.33
MOLBC3,Respiratory,India,2022,319.5,-2.38,22,0.4
MOLC,Psoriasis,Brazil,2020,57.44,0.3,14,0.78
MOLD1,Breast Cancer,India,2018,630.41,16.54,15,0.3
MOLD3,Type 2 Diabetes,Japan,2019,514.66,0.11,20,0.88
MOLHF1,Respiratory,China,2022,164.9,10.38,2,0.39
MOLIBD1,Inflammatory Bowel Disease,Global,2016,710.02,1.4,23,0.6
MOLO2,Depression,China,2015,339.93,11.81,3,0.29
MOLRA3,Asthma,Australia,2017,767.76,-0.42,13,0.83
MOLC,Psoriasis,India,2024,556.21,17.16,8,0.75
MOLO2,Hypertension,Brazil,2017,991.81,-3.33,23,0.32
MOLDEP1,Rheumatoid Arthritis,India,2017,714.64,3.95,2,0.63
MOLRA2,Respiratory,Australia,2024,117.38,1.72,8,0.59
MOLM1,Migraine,Brazil,2022,964.76,7.96,17,0.46
MOLDEP1,Respiratory,Australia,2022,440.19,4.78,2,0.96
MOLHF3,COPD,India,2020,175.19,18.52,17,0.48
MOLH1,Rheumatoid Arthritis,Global,2021,593.78,18.96,20,0.86
MOLCKD1,Asthma,Global,2024,610.11,-1.21,13,0.61
MOLDEP3,Depression,China,2018,798.31,-4.03,17,0.44
MOLO2,Chronic Kidney Disease,Australia,2022,148.18,16.84,8,0.29
MOLR1,Respiratory,Global,2022,828.45,13.98,10,0.62
MOLD3,Rheumatoid Arthritis,US,2021,691.54,0.19,6,0.97
MOLD3,Rheumatoid Arthritis,Brazil,2020,736.75,3.3,1,0.45
MOLDEP2,Heart Failure,Canada,2015,717.99,18.96,12,0.57
MOLX,Osteoporosis,India,2019,212.58,0.34,20,0.47
MOLD1,Lung Cancer,US,2020,445.5,2.45,14,0.52
MOLBC2,Chronic Kidney Disease,China,2021,944.66,11.5,12,0.3
MOLHF1,Lung Cancer,EU,2022,555.64,10.1,23,0.51
MOLRA2,Psoriasis,US,2022,644.27,7.06,9,0.67
MOLM1,Depression,Canada,2021,275.62,19.29,12,0.72
MOLH1,Hypertension,Australia,2023,269.17,7.46,9,0.46
MOLCKD3,Rheumatoid Arthritis,US,2018,961.11,-2.11,22,0.89
MOLP1,Respiratory,EU,2017,746.26,7.76,11,0.57
MOLX,Osteoporosis,China,2024,347.31,19.24,15,0.77
MOLR1,Migraine,Japan,2015,658.95,-0.41,21,0.98
MOLIBD2,Respiratory,Brazil,2019,394.98,-1.58,10,0.39
MOLD3,Hypertension,Australia,2021,225.55,19.1,16,0.7
MOLRA3,Osteoporosis,EU,2016,362.24,13.26,12,0.61
MOLHF1,Psoriasis,Australia,2019,505.11,-0.09,4,0.23
MOLIBD1,Asthma,China,2022,436.34,16.72,3,0.81
MOLHF2,Chronic Kidney Disease,Global,2023,864.18,8.39,15,0.23
MOLIBD2,Breast Cancer,China,2015,524.29,7.99,1,0.49
MOLIBD1,Breast Cancer,Brazil,2016,588.93,19.14,8,0.34
MOLH3,Breast Cancer,Canada,2016,646.74,2.11,6,0.86
MOLRA1,Chronic Kidney Disease,Global,2018,332.58,0.83,9,0.21
MOLLC1,Heart Failure,Australia,2015,82.3,-3.68,9,0.5
MOLBC2,Breast Cancer,EU,2023,897.64,18.61,1,0.77
MOLBC3,Rheumatoid Arthritis,EU,2020,110.58,17.03,22,0.88
MOLRA2,Asthma,India,2022,198.61,19.93,3,0.64
MOLLC1,Type 2 Diabetes,Global,2021,76.46,-4.45,21,0.41
MOLO2,Migraine,Global,2021,915.56,5.05,2,0.69
MOLDEP2,Lung Cancer,EU,2022,140.3,6.87,11,0.84
MOL2,Type 2 Diabetes,Australia,2020,78.02,10.91,3,0.97
MOLDEP1,Type 2 Diabetes,Brazil,2019,347.37,-2.7,22,0.37
MOLHF2,COPD,Japan,2016,43.28,13.97,4,0.86
MOLO2,Inflammatory Bowel Disease,Brazil,2023,603.3,-2.27,14,0.47
MOLH3,Hypertension,Global,2024,35.6,16.9,6,0.6
MOLHF2,Breast Cancer,EU,2020,429.4,2.26,13,0.9
MOLM3,Asthma,EU,2024,341.8,-1.31,19,0.9
MOLCKD3,Respiratory,Japan,2020,229.85,-1.44,4,0.9
MOLP3,COPD,Australia,2017,895.22,8.76,17,0.54
MOLM1,Osteoporosis,Australia,2022,691.09,-0.06,15,0.26
MOLA,Chronic Kidney Disease,US,2021,88.86,6.19,21,0.55
MOLD3,Lung Cancer,US,2015,951.56,9.74,4,0.45
MOLIBD1,Chronic Kidney Disease,Australia,2015,121.98,16.27,11,0.4
MOLHF2,Psoriasis,India,2023,720.3,-3.61,5,0.97
MOLIBD3,Breast Cancer,Canada,2016,124.44,3.79,16,0.47
MOLA,Breast Cancer,Brazil,2019,406.79,0.99,15,0.59
MOLD1,Depression,Global,2020,867.11,5.9,13,0.82
MOLO2,Asthma,Global,2018,463.17,-4.62,15,0.57
MOLDEP3,Hypertension,US,2021,308.54,17.18,5,0.58
MOLA,Lung Cancer,China,2015,371.59,-3.02,2,0.74
MOLLC2,Rheumatoid Arthritis,EU,2021,128.07,-2.28,23,0.86
MOLO3,Psoriasis,India,2020,419.11,-2.85,2,0.26
MOLDEP2,Heart Failure,Canada,2018,55.19,0.57,18,0.5
MOLDEP1,Chronic Kidney Disease,Australia,2020,184.91,5.65,11,0.9
MOLM2,Psoriasis,Australia,2017,312.53,16.26,6,0.81
MOLO1,Hypertension,Canada,2018,303.49,3.62,6,0.71
MOLR2,Migraine,US,2024,21.45,-1.23,6,0.58
MOLRA1,Chronic Kidney Disease,Canada,2024,358.53,16.63,5,0.42
MOLD2,Chronic Kidney Disease,Japan,2019,995.47,10.83,10,0.95
MOLIBD2,Lung Cancer,US,2019,879.98,-3.65,13,0.51
MOLIBD3,Breast Cancer,US,2022,371.56,14.38,21,0.47
MOLIBD3,Heart Failure,Australia,2018,746.09,2.75,16,0.2
MOLP2,Migraine,Brazil,2020,520.98,12.19,9,0.65
MOLO3,Breast Cancer,Canada,2015,927.61,7.13,19,0.62
MOLBC2,Inflammatory Bowel Disease,China,2024,26.66,4.58,7,0.27
MOLRA3,Rheumatoid Arthritis,China,2024,127.44,-4.41,10,0.21
MOLY,Respiratory,India,2023,48.4,8.02,15,0.78
MOLH2,Osteoporosis,Canada,2015,102.44,9.2,6,0.3
MOL2,Rheumatoid Arthritis,Japan,2021,974.85,4.56,24,0.94
MOLBC3,Type 2 Diabetes,India,2015,724.53,13.6,15,0.6
MOLX,Type 2 Diabetes,EU,2021,265.7,6.91,12,0.23
MOLBC2,Migraine,Australia,2017,462.88,8.51,22,0.57
MOL2,Chronic Kidney Disease,US,2017,289.36,15.08,5,0.87
MOLH3,Osteoporosis,Global,2023,527.16,7.81,9,0.5
MOLLC2,Psoriasis,EU,2024,123.21,-2.8,13,0.87
MOLCKD3,Asthma,Brazil,2020,746.37,8.59,12,0.7
MOLM2,Rheumatoid Arthritis,India,2018,241.89,12.82,16,0.26
MOLH1,Chronic Kidney Disease,EU,2019,315.56,6.88,22,0.44
MOLHF1,Osteoporosis,EU,2023,661.82,17.13,8,0.25
MOLRA2,Heart Failure,Japan,2017,623.05,16.92,17,0.57
MOLCKD1,COPD,Brazil,2015,602.06,5.32,21,0.43
MOLBC2,COPD,China,2020,647.98,-3.32,9,0.52
MOLP2,Type 2 Diabetes,Brazil,2022,533.84,17.41,2,0.57
MOLO3,Breast Cancer,China,2015,485.72,19.07,6,0.93
MOLP1,Type 2 Diabetes,China,2021,508.59,-3.43,11,0.23
MOLHF2,Depression,India,2016,507.67,12.16,7,0.59
MOLHF2,Osteoporosis,India,2020,813.97,10.93,5,0.74
MOLX,Chronic Kidney Disease,Australia,2015,313.31,-2.27,22,0.91
MOLH2,Breast Cancer,Japan,2022,644.43,14.87,16,0.43
MOLR3,Heart Failure,Australia,2015,274.62,0.1,24,0.63
MOLCKD3,Inflammatory Bowel Disease,US,2019,526.33,-3.67,16,0.85
MOLR2,Breast Cancer,China,2016,518.97,-1.41,4,0.86
MOLHF2,Lung Cancer,Canada,2017,463.64,17.2,13,0.84
MOLBC3,COPD,Canada,2016,442.74,2.71,7,0.86
MOLP2,Rheumatoid Arthritis,Canada,2022,288.5,-4.66,21,0.65
MOLIBD1,Asthma,Global,2017,755.76,14.7,18,0.53
MOLHF1,Heart Failure,Canada,2022,954.72,0.63,16,0.39
MOLLC3,Rheumatoid Arthritis,Canada,2017,683.48,-4.52,21,0.9
MOLC,Heart Failure,Brazil,2022,188.36,11.49,4,0.4
MOLD1,Osteoporosis,China,2017,132.02,8.97,23,0.36
MOLRA3,Depression,China,2023,304.85,9.88,16,0.77
MOLDEP2,Inflammatory Bowel Disease,Japan,2022,283.4,7.1,21,0.44
MOLHF3,Depression,Japan,2021,715.41,15.41,6,0.5
MOLD2,Rheumatoid Arthritis,Brazil,2015,752.55,13.76,7,0.4
MOLY,Psoriasis,China,2017,593.74,7.5,18,0.9
MOLD3,Inflammatory Bowel Disease,Brazil,2021,398.0,1.03,23,0.9
MOL1,Inflammatory Bowel Disease,India,2018,161.54,15.76,14,0.93
MOLRA2,Asthma,US,2023,21.82,11.36,2,0.51
MOLP2,Osteoporosis,China,2020,749.22,14.72,21,0.79
MOLHF1,Psoriasis,Global,2022,680.4,8.0,4,0.44
MOLM1,Psoriasis,India,2023,401.95,5.4,2,0.34
MOLA,Rheumatoid Arthritis,India,2015,330.65,14.95,13,0.46
MOLP1,Asthma,Brazil,2015,318.6,10.04,21,0.49
MOLP1,Chronic Kidney Disease,US,2023,71.95,16.9,9,0.94
MOLR1,Asthma,US,2015,389.55,16.07,24,0.61
MOLY,Chronic Kidney Disease,EU,2024,282.02,7.7,19,0.87
MOLP2,Rheumatoid Arthritis,EU,2024,660.06,17.96,10,0.54
MOLHF3,COPD,Canada,2017,526.6,8.27,10,0.81
MOLBC1,Inflammatory Bowel Disease,US,2020,139.76,8.67,19,0.4
MOLRA3,Breast Cancer,EU,2023,166.01,13.13,24,0.75
MOLBC3,Respiratory,US,2019,257.46,5.73,23,0.23
MOLIBD2,Rheumatoid Arthritis,Japan,2018,375.97,2.55,6,0.37
MOLM3,Type 2 Diabetes,India,2017,860.52,1.6,5,0.96
MOLD1,Rheumatoid Arthritis,US,2024,121.4,14.33,15,0.6
MOLO3,Psoriasis,Japan,2015,46.23,9.19,15,0.36
MOLHF2,Respiratory,Global,2016,663.0,15.75,24,0.22
MOLO3,Osteoporosis,Canada,2020,567.92,19.66,15,0.34
MOLCKD3,Type 2 Diabetes,China,2015,993.91,0.23,12,0.3
MOLA,Psoriasis,Japan,2017,135.17,-1.09,7,0.3
MOLIBD3,Hypertension,China,2023,750.42,0.67,5,0.49
MOLP3,Hypertension,Global,2017,123.84,-4.06,23,0.77
MOLIBD2,Rheumatoid Arthritis,EU,2022,994.56,16.99,6,0.7
MOLLC2,Psoriasis,US,2020,310.9,17.07,20,0.66
MOLH1,Breast Cancer,Australia,2024,86.44,0.07,18,0.4
MOLRA2,Breast Cancer,US,2015,349.48,6.54,11,0.53
MOLH1,Osteoporosis,India,2022,864.33,17.86,6,0.88
MOLDEP1,Migraine,Brazil,2015,149.14,2.13,18,0.39
MOLCKD2,Hypertension,US,2017,643.63,9.36,8,0.63
MOLO2,Migraine,Australia,2023,35.25,13.73,20,0.27
MOLP3,Respiratory,Global,2016,57.03,8.64,7,0.59
MOL1,Osteoporosis,Japan,2020,637.83,-4.86,9,0.89
MOLO2,Asthma,Canada,2021,696.12,15.45,3,0.55
MOLP1,Heart Failure,Canada,2023,240.89,3.74,24,0.85
MOLR2,Psoriasis,Canada,2016,400.85,8.85,16,0.38
MOLH1,Osteoporosis,China,2024,647.8,6.96,8,0.26
MOL1,Asthma,US,2016,710.18,19.57,11,0.26
MOLHF3,Type 2 Diabetes,India,2023,637.66,-4.44,20,0.5
MOLRA3,Depression,Japan,2018,248.51,16.76,23,0.25
MOLRA3,COPD,Japan,2022,496.96,11.1,8,0.61
MOLH2,Respiratory,Canada,2021,342.82,12.44,4,0.4
MOLO1,Depression,China,2015,335.76,-1.83,3,0.53
MOLM3,Lung Cancer,India,2021,844.55,9.03,23,0.83
MOLO3,Osteoporosis,Brazil,2018,674.51,-0.58,7,0.43
MOLR3,Breast Cancer,Brazil,2015,140.98,19.34,16,0.32
MOLM3,Chronic Kidney Disease,Brazil,2016,757.69,19.21,13,0.89
MOLD2,Inflammatory Bowel Disease,Brazil,2016,56.32,8.72,17,0.66
MOLD3,Lung Cancer,EU,2019,716.04,1.5,7,0.76
MOLH2,Heart Failure,India,2021,817.61,8.24,7,0.21
MOLH3,Inflammatory Bowel Disease,EU,2024,614.02,3.34,8,0.52
MOLHF1,COPD,US,2020,828.79,1.76,1,0.22
MOLM2,Migraine,Australia,2021,534.27,13.73,3,0.76
MOLRA2,Asthma,Australia,2024,745.88,10.16,7,0.75
MOLLC1,Rheumatoid Arthritis,China,2016,309.64,8.33,14,0.26
MOLO1,Breast Cancer,US,2019,74.45,19.02,5,0.7
MOLR1,COPD,Japan,2020,722.23,11.54,21,0.23
MOLBC1,Lung Cancer,China,2018,108.53,3.43,13,0.58
MOLP3,Osteoporosis,Australia,2016,821.79,1.85,7,0.53
MOLD2,Heart Failure,EU,2019,573.07,7.82,18,0.22
MOL2,COPD,India,2019,787.07,-1.17,2,0.23
MOLM3,Heart Failure,India,2018,859.62,16.2,12,0.29
MOLR3,Rheumatoid Arthritis,India,2018,934.07,-0.37,21,0.92
MOLX,Type 2 Diabetes,US,2016,527.33,3.27,14,0.77
MOLD2,Rheumatoid Arthritis,Japan,2017,33.24,-4.95,12,0.95
MOLCKD2,Breast Cancer,US,2024,853.37,5.08,10,0.22
MOLM2,Rheumatoid Arthritis,China,2019,912.57,-1.04,7,0.62
MOLO2,Asthma,EU,2024,198.86,9.77,24,0.84
MOLHF2,COPD,Japan,2018,884.64,0.13,18,0.93
MOLO1,Heart Failure,Brazil,2016,114.94,11.8,19,0.88
MOLR1,Rheumatoid Arthritis,Australia,2019,664.74,12.42,10,0.24
MOLY,Asthma,China,2015,214.35,0.72,4,0.62
MOLIBD1,Asthma,India,2022,299.45,8.66,17,0.27
MOLCKD3,Psoriasis,Global,2015,87.54,16.46,9,0.6
MOL1,Respiratory,India,2016,947.18,4.67,18,0.66
MOLO2,Asthma,Australia,2016,77.88,13.34,6,0.57
MOLH1,Hypertension,Global,2021,339.72,6.97,22,0.32
MOLA,COPD,EU,2015,575.2,7.59,2,0.52
MOLHF3,Psoriasis,Global,2022,873.73,5.65,8,0.25
MOLRA1,Breast Cancer,Global,2018,602.43,17.11,17,0.77
MOLDEP2,Chronic Kidney Disease,India,2016,407.73,19.36,1,0.29
MOLLC2,Heart Failure,Australia,2016,129.61,14.29,16,0.51
MOLHF1,Hypertension,Australia,2021,449.69,10.88,20,0.5
MOLHF2,Respiratory,Canada,2016,542.64,16.31,5,0.78
MOLLC1,Respiratory,EU,2021,384.25,2.37,12,0.6
MOLO3,Hypertension,Brazil,2016,543.76,5.33,2,0.22
MOLIBD3,Hypertension,Japan,2023,127.03,15.66,17,0.79
MOLHF1,Type 2 Diabetes,India,2017,997.84,13.23,1,0.62
MOLLC3,Type 2 Diabetes,Japan,2019,860.29,8.71,10,0.91
MOLCKD3,Asthma,Global,2024,411.0,13.16,22,0.73
MOLM1,Rheumatoid Arthritis,Canada,2017,792.55,5.49,10,0.32
MOLBC2,Lung Cancer,US,2015,482.7,9.12,1,0.92
MOLO3,Depression,Australia,2023,537.75,-2.67,14,0.41
MOLM1,Breast Cancer,EU,2021,45.04,0.08,18,0.34
MOLIBD1,Rheumatoid Arthritis,Australia,2024,960.46,16.41,19,0.23
MOLM3,Psoriasis,India,2017,66.76,0.4,4,0.39
MOLM1,Type 2 Diabetes,India,2018,96.35,8.32,10,0.4
MOLR2,Depression,EU,2016,792.8,11.56,3,0.76
MOLDEP1,COPD,Australia,2015,326.1,-2.7,21,0.73
MOLP3,Inflammatory Bowel Disease,Canada,2016,590.12,14.39,21,0.4
MOLCKD1,Migraine,Global,2019,384.14,17.84,7,0.24
MOLHF2,Osteoporosis,Global,2017,639.86,13.95,4,0.38
MOLO1,Migraine,Canada,2023,518.09,-0.06,20,0.34
MOLCKD1,COPD,India,2024,105.41,1.53,3,0.27
MOLDEP1,Chronic Kidney Disease,Canada,2018,429.11,18.62,4,0.26
MOL2,Psoriasis,Canada,2024,104.16,-1.26,1,0.88
MOLLC3,Asthma,Canada,2015,974.85,13.11,9,0.49
MOLLC2,Rheumatoid Arthritis,EU,2023,867.09,2.24,17,0.3
MOLX,Chronic Kidney Disease,Japan,2016,860.65,18.34,18,0.93
MOLX,COPD,EU,2016,288.02,-4.12,5,0.3
MOLH2,Depression,Japan,2015,265.57,-3.36,11,0.86
MOL1,COPD,Canada,2024,889.83,5.58,16,0.66
MOLCKD1,Type 2 Diabetes,China,2018,220.89,2.24,17,0.97
MOLHF2,Asthma,Australia,2017,220.2,16.03,16,0.33
MOLR1,Psoriasis,China,2019,57.87,4.86,10,0.26
MOLCKD3,Depression,EU,2020,631.22,6.55,23,0.72
MOLP1,Psoriasis,India,2019,338.17,-1.26,7,0.65
MOLP2,COPD,EU,2016,780.06,7.52,23,0.3
MOLRA3,Breast Cancer,Australia,2016,294.18,12.97,8,0.55
MOLM1,Heart Failure,Australia,2015,228.01,6.49,11,0.6
MOLY,Migraine,China,2016,471.31,-2.52,14,0.72
MOLBC3,Breast Cancer,EU,2022,472.23,2.82,24,0.64
MOLLC1,Psoriasis,China,2015,631.08,12.13,20,0.77
MOLRA3,Asthma,EU,2023,521.41,3.56,6,0.39
MOLX,Type 2 Diabetes,EU,2017,936.69,0.71,1,0.35
MOLY,Breast Cancer,EU,2018,770.95,7.21,13,0.92
MOLO3,Asthma,EU,2023,175.63,14.86,15,0.87
MOLA,Depression,Japan,2024,682.1,-1.72,14,0.92
MOLCKD1,Breast Cancer,India,2022,218.63,17.62,16,0.52
MOLDEP1,Rheumatoid Arthritis,Canada,2015,561.58,6.27,1,0.55
MOLD2,Chronic Kidney Disease,EU,2015,692.68,12.25,11,0.53
MOLIBD1,Depression,US,2024,272.41,12.66,4,0.75
MOLH3,Type 2 Diabetes,Canada,2017,978.14,6.95,11,0.55
MOLIBD3,Breast Cancer,Brazil,2018,673.57,11.46,10,0.36
MOLO2,Lung Cancer,EU,2018,507.74,-1.53,21,0.49
MOLBC2,Inflammatory Bowel Disease,US,2023,177.88,15.43,19,0.75
MOLBC1,Inflammatory Bowel Disease,Canada,2024,234.73,2.42,18,0.96
MOLDEP1,Rheumatoid Arthritis,EU,2020,601.54,-4.85,21,0.42
MOLDEP3,Depression,US,2018,945.99,14.92,2,0.9
MOLDEP1,Lung Cancer,Canada,2024,138.45,-4.87,7,0.96
MOLCKD2,Heart Failure,US,2019,986.75,7.54,8,0.76
MOLIBD2,Respiratory,Global,2023,133.08,8.62,15,0.67
MOLDEP1,Breast Cancer,EU,2016,938.38,6.78,15,0.58
MOLBC2,Asthma,Japan,2020,769.83,3.97,12,0.25
MOLA,COPD,EU,2020,678.52,4.97,19,0.95
MOLLC1,Chronic Kidney Disease,India,2023,472.11,6.23,22,0.95
MOLR1,Rheumatoid Arthritis,US,2018,741.18,16.82,8,0.89
MOLRA3,Migraine,Australia,2021,849.49,1.95,11,0.9
MOLDEP1,Psoriasis,Canada,2015,934.08,2.71,11,0.26
MOL1,Hypertension,Australia,2023,132.37,-1.75,14,0.62
MOLP3,Inflammatory Bowel Disease,US,2021,613.05,14.77,24,0.36
MOLRA2,Type 2 Diabetes,Canada,2021,269.91,-3.82,7,0.65
MOLP1,Heart Failure,Australia,2019,823.07,2.32,24,0.83
MOLRA2,Breast Cancer,Australia,2016,900.5,3.31,20,0.61
MOLLC2,Hypertension,US,2020,810.72,11.4,15,0.39
MOLCKD1,Lung Cancer,EU,2022,260.71,13.96,18,0.29
MOLO3,Heart Failure,Global,2017,600.54,19.02,1,0.31
MOLBC3,Heart Failure,Australia,2024,372.71,16.33,6,0.94
MOLDEP2,Inflammatory Bowel Disease,Australia,2016,84.9,5.34,5,0.23
MOLR2,Type 2 Diabetes,Brazil,2017,624.8,0.85,14,0.71
MOLDEP2,Lung Cancer,Brazil,2024,184.06,18.97,11,0.85
MOLLC3,Osteoporosis,Brazil,2018,45.63,8.88,23,0.87
MOLHF1,Breast Cancer,Japan,2017,28.26,7.37,12,0.22
MOLBC2,Migraine,India,2021,801.51,16.53,1,0.72
MOLH1,Inflammatory Bowel Disease,Brazil,2019,47.38,8.82,19,0.76
MOLLC3,COPD,India,2021,979.76,19.38,24,0.36
MOLIBD1,Psoriasis,China,2017,363.44,1.38,23,0.75
MOLM2,COPD,India,2017,479.13,19.84,20,0.48
MOLCKD1,Chronic Kidney Disease,China,2018,610.43,17.17,18,0.77
MOLHF2,Inflammatory Bowel Disease,US,2016,647.41,12.84,1,0.64
MOLIBD2,Psoriasis,EU,2016,973.11,-3.46,13,0.75
MOLO3,Inflammatory Bowel Disease,EU,2023,114.24,14.98,14,0.48
MOLLC2,Chronic Kidney Disease,India,2020,740.85,6.58,7,0.68
MOLH2,Heart Failure,China,2020,105.31,5.32,6,0.3
MOLIBD1,Inflammatory Bowel Disease,US,2019,862.04,-4.84,15,0.69
MOLHF3,Psoriasis,India,2019,324.83,11.3,15,0.53
MOLCKD1,Migraine,China,2023,309.81,13.09,21,0.6
MOLCKD2,Lung Cancer,US,2018,990.76,-4.55,7,0.4
MOLCKD2,Chronic Kidney Disease,Global,2023,662.24,1.84,14,0.44
MOLLC3,Inflammatory Bowel Disease,Global,2023,626.49,0.75,20,0.69
MOLCKD2,Lung Cancer,Global,2016,70.47,10.53,24,0.26
MOLH2,Breast Cancer,Canada,2015,462.31,4.82,7,0.41
MOLH2,Type 2 Diabetes,Australia,2020,325.88,3.87,21,0.23
MOL2,Asthma,India,2021,564.98,9.3,24,0.21
MOLD2,Breast Cancer,EU,2017,736.52,0.55,22,0.81
MOLLC3,Rheumatoid Arthritis,EU,2017,496.59,-1.06,14,0.24
MOLH2,Heart Failure,EU,2024,162.83,-1.26,8,0.52
MOLH3,Osteoporosis,EU,2019,929.53,4.56,21,0.9
MOLLC2,Osteoporosis,Brazil,2022,564.12,6.09,5,0.3
MOLLC1,Inflammatory Bowel Disease,US,2018,378.65,1.03,17,0.26
MOLD1,Migraine,Canada,2017,708.58,7.47,19,0.86
MOLD3,Lung Cancer,Canada,2022,428.83,17.04,9,0.63
MOLDEP1,Respiratory,Brazil,2015,557.04,13.22,14,0.56
MOLDEP1,Inflammatory Bowel Disease,India,2023,392.21,14.34,9,0.56
MOLLC1,COPD,US,2018,663.82,14.59,19,0.56
MOLLC3,Respiratory,US,2020,567.28,15.83,22,0.77
MOLHF3,COPD,India,2022,152.11,0.24,23,0.84
MOLR2,COPD,Global,2021,892.84,2.84,20,0.8
MOLBC1,Chronic Kidney Disease,EU,2022,378.84,0.21,22,0.95
MOLIBD2,Lung Cancer,EU,2022,656.22,1.16,7,0.4
MOLD3,Rheumatoid Arthritis,EU,2015,974.03,-3.89,7,0.38
MOLM1,Breast Cancer,Australia,2017,508.17,3.67,7,0.34
MOLM1,Rheumatoid Arthritis,Japan,2024,300.09,12.96,24,0.75
MOLR1,COPD,China,2015,441.15,-0.93,4,0.36
MOLR3,Asthma,Australia,2018,623.94,-1.28,19,0.24
MOLD1,Breast Cancer,China,2020,789.24,15.04,7,0.46
MOLIBD2,Asthma,Canada,2019,830.11,15.73,18,0.26
MOLY,Type 2 Diabetes,India,2020,888.1,10.63,17,0.85
MOLBC2,Depression,Australia,2016,96.92,-0.6,3,0.68
MOLLC1,COPD,US,2024,882.24,-3.33,4,0.89
MOLRA3,Asthma,Brazil,2019,248.95,-3.87,17,0.7
MOLHF1,Inflammatory Bowel Disease,EU,2016,890.93,8.47,2,0.82
MOLIBD3,Type 2 Diabetes,Australia,2017,611.13,-0.35,13,0.46
MOLO1,Heart Failure,China,2020,324.57,18.32,4,0.41
MOLHF2,Chronic Kidney Disease,Australia,2019,930.91,11.36,5,0.35
MOLR2,Respiratory,EU,2024,651.04,17.68,2,0.8
MOLBC1,Asthma,Canada,2019,342.91,-2.45,23,0.56
MOLD2,Breast Cancer,China,2022,187.28,10.5,3,0.58
MOLP1,COPD,Global,2018,309.21,-3.94,20,0.39
MOLBC3,Chronic Kidney Disease,China,2023,920.7,11.78,10,0.28
MOLCKD1,Type 2 Diabetes,US,2024,227.91,5.95,22,0.8
MOLCKD1,Type 2 Diabetes,China,2022,57.15,-2.08,3,0.65
