molecule,formulation,country,year,import_tonnes,export_tonnes
MOLO1,Ointment,China,2021,84.29,104.89
MOLLC2,Syrup,India,2024,104.1,32.22
MOLH3,Syrup,Global,2015,64.92,193.6
MOLM3,Inhaler,Japan,2024,187.94,19.34
MOLO3,API,Japan,2015,66.47,142.12
MOLO1,Syrup,US,2019,4.06,171.12
MOLBC2,Tablet,Brazil,2018,102.34,118.38
MOLH1,Ointment,Japan,2017,91.98,64.17
MOLHF2,API,India,2024,91.65,188.71
MOL2,API,EU,2017,17.86,49.37
MOLLC1,Capsule,India,2020,45.87,96.94
MOLIBD3,Injection,EU,2020,146.23,33.72
MOLM3,Injection,India,2021,150.6,150.09
MOLO1,Ointment,US,2021,152.1,8.72
MOLA,API,EU,2017,126.84,191.62
MOLD3,Suspension,Brazil,2016,107.81,89.67
MOLH1,Injection,India,2020,117.99,164.98
MOLR1,Inhaler,Canada,2023,180.13,74.97
MOLO1,Suspension,India,2019,53.29,19.26
MOLBC1,Ointment,Global,2022,71.73,108.49
MOLY,Suspension,Global,2016,153.32,43.83
MOLH2,Syrup,China,2015,22.15,95.93
MOLD1,Inhaler,Australia,2021,24.83,4.1
MOLIBD3,Patch,China,2017,164.91,195.45
MOLLC1,Suspension,EU,2016,144.42,44.11
MOLY,Suspension,Japan,2016,6.05,66.45
MOLP2,Tablet,Japan,2021,2.65,18.48
MOLO3,Injection,India,2017,40.62,185.93
MOLHF2,Injection,EU,2016,67.32,47.06
MOLH3,Ointment,Global,2022,113.45,188.83
MOLC,Injection,Canada,2024,3.31,30.6
MOLY,Injection,Australia,2024,166.04,41.5
MOLLC2,API,Global,2021,108.87,55.12
MOL1,Injection,Japan,2016,1.57,108.42
MOLR1,API,Australia,2019,108.71,19.97
MOLM1,Injection,Brazil,2018,178.07,44.96
MOLLC3,Patch,India,2017,109.59,74.0
MOLM2,Injection,Australia,2017,31.54,191.13
MOLCKD1,Injection,Australia,2024,94.41,4.32
MOLLC3,Syrup,EU,2016,90.32,189.74
MOLD2,Injection,India,2018,49.39,7.03
MOLM1,Inhaler,US,2020,164.67,120.33
MOLRA3,Suspension,Brazil,2023,65.53,157.75
MOLM3,Tablet,India,2018,39.79,47.1
MOLA,Injection,US,2019,176.3,163.26
MOLCKD2,Ointment,China,2023,116.46,187.62
MOLY,Ointment,Global,2016,120.64,21.08
MOLM3,Capsule,Brazil,2017,96.24,148.27
MOLP2,Tablet,Japan,2019,139.11,180.33
MOLBC1,Syrup,Japan,2024,35.87,86.78
MOLRA3,API,India,2019,122.52,178.83
MOLBC3,Patch,Japan,2023,128.46,197.06
MOLCKD3,Capsule,US,2022,45.03,99.98
MOLR2,Inhaler,US,2016,64.45,146.88
MOLBC3,Inhaler,Canada,2020,58.84,126.63
MOLLC3,Suspension,Brazil,2015,32.28,72.91
MOLLC1,API,Japan,2019,130.5,131.45
MOLM2,Inhaler,Japan,2018,3.62,37.92
MOLRA1,Inhaler,Canada,2022,34.57,145.3
MOLR2,API,India,2015,173.63,51.61
MOLRA3,Tablet,India,2020,121.24,133.22
MOLR3,Injection,US,2021,31.15,23.37
MOL2,API,India,2019,40.22,177.64
MOLHF2,Suspension,Australia,2021,124.85,17.59
MOLLC3,API,India,2018,120.18,105.61
MOLRA3,Inhaler,Japan,2017,121.97,182.04
MOLCKD1,Patch,EU,2015,184.61,164.17
MOLRA1,Capsule,Brazil,2023,16.26,190.97
MOLO1,Ointment,Australia,2018,76.6,136.37
MOLH2,API,Australia,2023,73.28,178.73
MOLRA1,Tablet,Japan,2023,82.7,2.15
MOLO1,Patch,Global,2022,167.55,63.77
MOLD1,Inhaler,EU,2021,120.45,97.79
MOLP1,Syrup,Brazil,2024,175.94,139.52
MOLBC2,Patch,China,2021,135.32,150.83
MOLRA1,Suspension,Brazil,2015,79.65,68.95
MOLR3,Ointment,Japan,2022,56.74,161.18
MOLR1,Suspension,EU,2018,110.79,11.25
MOLM3,Syrup,Japan,2020,43.25,66.64
MOLO1,Injection,Australia,2023,176.85,136.95
MOLRA3,Capsule,EU,2021,197.91,150.29
MOL1,Suspension,Canada,2018,26.3,156.14
MOLH3,API,Brazil,2018,100.05,111.61
MOLDEP3,Tablet,Brazil,2023,151.96,152.52
MOLH2,Ointment,EU,2016,152.55,79.34
MOLO1,Ointment,EU,2018,51.96,54.61
MOLRA3,Patch,Canada,2022,7.53,22.55
MOLCKD3,Patch,Global,2019,141.18,83.19
MOLCKD3,Syrup,Canada,2023,87.89,96.4
MOLO1,Patch,US,2016,29.96,48.24
MOLH1,Ointment,US,2017,66.1,180.62
MOLO2,Tablet,China,2015,168.81,39.49
MOLD3,Patch,Canada,2021,111.2,23.41
MOLP1,Ointment,India,2020,58.7,75.3
MOLDEP3,Capsule,Global,2021,143.11,80.75
MOLHF2,Capsule,Japan,2017,108.88,21.96
MOL2,Ointment,Australia,2016,60.22,112.32
MOLC,Suspension,Australia,2018,63.25,178.68
MOLD2,Suspension,Japan,2022,40.47,54.86
MOLR3,Syrup,Global,2020,69.54,152.65
MOLR3,Patch,US,2018,5.3,65.08
MOLBC3,Tablet,Japan,2023,193.39,87.86
MOLM3,Inhaler,Australia,2015,5.35,72.09
MOLM1,Patch,Canada,2022,196.15,133.14
MOLRA3,Capsule,US,2017,29.61,191.06
MOLH1,Injection,Brazil,2017,62.8,94.15
MOLP1,Ointment,China,2020,9.9,147.76
MOLCKD3,Tablet,India,2015,169.17,32.41
MOLR2,Suspension,Global,2017,121.37,100.9
MOLD3,Syrup,China,2019,182.36,131.33
MOLD1,Inhaler,China,2015,20.25,175.0
MOLDEP3,API,US,2018,94.45,19.5
MOLP1,Syrup,Canada,2019,181.06,182.08
MOLRA3,Suspension,India,2023,34.39,134.61
MOLRA3,API,Brazil,2017,163.83,88.76
MOLO3,Tablet,Global,2022,187.22,86.01
MOLCKD1,Suspension,EU,2017,43.92,134.32
MOLRA2,API,Australia,2024,13.08,177.89
MOLLC2,Patch,Brazil,2019,164.12,94.21
MOLO1,Patch,Australia,2016,50.25,13.43
MOLD2,API,Global,2015,44.11,176.23
MOLRA2,Capsule,Australia,2022,40.61,138.38
MOLBC2,Patch,Brazil,2020,54.17,166.42
MOLBC3,Capsule,Brazil,2017,162.83,142.08
MOLCKD3,Ointment,Australia,2016,33.88,141.66
MOLO1,Syrup,US,2022,125.87,20.6
MOLLC1,Capsule,Canada,2019,107.38,65.29
MOLA,Capsule,EU,2022,164.37,119.52
MOLCKD1,Tablet,Brazil,2024,57.0,134.54
MOLIBD2,Injection,Canada,2022,151.82,190.54
MOLM1,Tablet,EU,2017,170.5,125.51
MOLLC1,Injection,India,2022,65.35,59.09
MOLP3,Inhaler,Global,2015,189.56,60.14
MOLP3,Suspension,Canada,2015,95.81,32.5
MOLBC2,Syrup,US,2017,151.18,75.57
MOLDEP2,API,Japan,2021,61.08,167.48
MOLDEP1,Patch,Global,2021,143.9,58.57
MOLO1,Suspension,Japan,2018,68.85,115.55
MOLO2,Suspension,Global,2022,150.57,111.73
MOLLC3,Tablet,Brazil,2023,151.42,127.49
MOLRA1,Injection,India,2019,69.57,130.36
MOLA,Suspension,China,2019,122.07,86.26
MOLHF3,Inhaler,EU,2015,182.55,190.32
MOLR1,Tablet,Canada,2016,190.42,32.63
MOLM1,Injection,China,2021,159.8,182.44
MOLO2,Syrup,Brazil,2016,23.33,65.22
MOLCKD3,Tablet,Brazil,2023,144.85,20.93
MOLD3,API,India,2019,41.23,54.07
MOLDEP3,Patch,Global,2017,148.1,73.63
MOLH3,Suspension,China,2024,174.74,131.62
MOLIBD2,Inhaler,EU,2023,165.18,151.67
MOLH2,Suspension,India,2019,38.6,53.04
MOLBC1,Suspension,Canada,2022,61.5,88.23
MOLY,Capsule,Global,2018,172.03,77.44
MOLP1,Suspension,Global,2018,93.78,92.37
MOLD3,Ointment,Canada,2021,165.17,33.19
MOLD1,Injection,Australia,2021,107.57,20.89
MOLH2,API,EU,2016,46.01,44.14
MOLDEP1,Injection,Canada,2017,198.04,190.24
MOLBC2,Ointment,EU,2020,90.47,10.72
MOLR1,Ointment,US,2022,101.07,26.39
MOLRA3,Tablet,Australia,2016,119.25,126.88
MOLDEP3,Suspension,Global,2021,8.9,73.11
MOLO2,API,Canada,2023,19.25,182.74
MOLH3,API,US,2021,134.69,91.32
MOLP2,Syrup,Canada,2015,82.2,89.44
MOLIBD2,Patch,India,2016,112.42,77.63
MOLM1,Suspension,Canada,2023,63.12,170.51
MOLIBD2,API,US,2019,132.25,85.53
MOLR1,Tablet,India,2021,108.01,155.11
MOLCKD2,Injection,Canada,2021,72.52,156.11
MOLDEP1,Inhaler,China,2015,59.36,58.65
MOLY,Inhaler,EU,2021,62.92,25.45
MOL1,Syrup,India,2015,150.74,101.58
MOLR3,Syrup,EU,2016,154.96,136.16
MOLLC3,API,India,2019,85.35,108.83
MOLHF1,Suspension,Brazil,2018,160.48,156.24
MOLM2,Injection,Australia,2021,171.65,54.13
MOLR1,Capsule,India,2015,59.99,171.65
MOLP2,Capsule,Japan,2015,125.1,59.77
MOLRA1,Syrup,Global,2020,158.14,173.01
MOLP3,Syrup,US,2015,32.6,110.19
MOLH1,Capsule,US,2019,70.2,56.84
MOLIBD1,Inhaler,EU,2016,59.24,180.0
MOLIBD3,Injection,Japan,2018,5.46,21.18
MOLHF2,Inhaler,China,2019,63.22,198.28
MOLM1,Suspension,US,2020,39.1,39.05
MOLY,Capsule,Global,2015,137.57,167.86
MOLBC1,Ointment,US,2016,21.94,3.37
MOLR3,Syrup,Global,2018,51.26,75.2
MOLH3,Inhaler,Brazil,2017,160.13,120.83
MOLM3,Patch,China,2023,199.36,59.85
MOLLC1,Ointment,Australia,2024,40.9,71.55
MOLLC1,Suspension,Australia,2020,194.93,79.19
MOLIBD2,Patch,Canada,2019,39.67,129.62
MOLIBD2,Suspension,Brazil,2019,43.49,77.6
MOLX,Injection,Japan,2018,86.93,21.9
MOLD2,Ointment,US,2018,112.64,76.95
MOLHF1,API,Japan,2015,65.61,46.35
MOLHF1,Patch,Brazil,2020,148.21,50.68
MOL2,Ointment,India,2017,108.91,92.12
MOL2,Suspension,India,2023,15.76,57.32
MOLDEP1,Syrup,Brazil,2023,199.05,120.26
MOLM2,Injection,India,2015,171.46,44.99
MOLO1,Inhaler,Brazil,2018,18.12,60.86
MOLR1,Injection,US,2022,198.36,196.01
MOL1,Ointment,China,2021,193.49,82.8
MOLDEP3,Inhaler,US,2020,174.2,161.33
MOL1,Capsule,Canada,2019,56.46,125.88
MOLIBD2,Ointment,Australia,2023,157.76,104.83
MOLA,Suspension,China,2021,141.17,172.62
MOLD1,Suspension,Canada,2019,2.08,199.59
MOLM1,Tablet,India,2024,174.18,103.27
MOLD1,Inhaler,Global,2018,19.29,67.07
MOLDEP2,Syrup,Australia,2020,71.4,107.45
MOL1,Syrup,Brazil,2017,29.12,95.54
MOLP2,Tablet,China,2020,13.41,118.42
MOLD2,Suspension,Japan,2023,80.19,166.57
MOLA,Patch,Australia,2018,14.78,194.08
MOLDEP3,Syrup,Brazil,2019,156.21,173.72
MOLDEP2,Ointment,China,2023,156.29,27.35
MOLCKD1,Ointment,US,2022,8.49,27.36
MOLIBD3,Patch,EU,2024,185.75,111.37
MOLO3,Suspension,EU,2022,180.88,137.56
MOLD2,Syrup,Global,2023,190.8,70.53
MOLP1,API,Global,2020,95.0,139.55
MOLH2,Injection,Brazil,2023,76.32,82.29
MOLO2,Inhaler,India,2017,191.31,118.8
MOLD3,Inhaler,EU,2023,25.84,80.05
MOLP3,Syrup,China,2015,31.74,150.11
MOLDEP3,Patch,India,2019,179.04,160.21
MOLR3,Syrup,EU,2024,56.39,95.82
MOLRA1,Ointment,US,2022,196.97,71.8
MOLDEP2,Syrup,Canada,2020,102.5,6.74
MOLRA3,Inhaler,Brazil,2015,186.93,161.71
MOLLC3,Injection,EU,2024,177.27,11.44
MOLCKD1,Ointment,Australia,2017,87.62,8.17
MOLO2,API,Brazil,2023,57.32,166.13
MOLD2,Tablet,Canada,2021,196.1,165.54
MOLDEP3,Ointment,Brazil,2023,102.97,174.27
MOLD1,Tablet,EU,2018,57.42,48.61
MOLO3,Patch,EU,2019,54.6,130.98
MOLH2,Tablet,Canada,2017,199.53,13.17
MOLIBD2,Capsule,Canada,2015,180.52,16.8
MOLD1,Inhaler,China,2021,65.1,43.35
MOLD2,Syrup,Japan,2017,180.11,93.88
MOLD2,Tablet,Australia,2022,67.25,130.0
MOLR3,API,Brazil,2019,46.47,21.53
MOLBC2,API,Japan,2024,114.77,175.83
MOLP2,Injection,India,2017,40.55,179.94
MOLCKD2,Suspension,India,2016,58.44,96.27
MOLLC1,Syrup,EU,2022,175.98,159.44
MOLBC1,Tablet,Canada,2020,10.53,28.01
MOLHF2,Injection,Canada,2015,24.16,166.03
MOLDEP1,Suspension,India,2023,95.87,98.97
MOL2,Suspension,Canada,2021,21.34,8.8
MOLHF3,Injection,EU,2021,192.29,112.26
MOLO3,Capsule,Canada,2015,64.34,28.65
MOLM1,Injection,China,2018,63.46,12.89
MOLC,API,Canada,2015,43.74,105.97
MOLR2,Patch,Canada,2020,75.38,115.4
MOLC,Inhaler,Global,2022,77.43,33.55
MOLA,Ointment,Australia,2020,32.92,26.23
MOLHF1,API,China,2022,35.12,11.45
MOLD1,Tablet,Global,2017,169.76,3.62
MOLHF2,Ointment,Canada,2018,68.54,182.75
MOLP2,Tablet,US,2016,100.01,56.29
MOL2,Suspension,EU,2022,92.63,183.93
MOL2,API,EU,2017,153.56,141.69
MOLRA1,Ointment,US,2018,63.01,7.86
MOLC,Suspension,China,2022,166.14,100.21
MOLR2,Suspension,India,2024,84.06,195.66
MOLCKD1,Injection,India,2020,74.47,128.18
MOLHF1,Syrup,Japan,2018,194.63,195.77
MOL2,Suspension,Canada,2019,22.38,117.27
MOLIBD2,Ointment,Japan,2017,24.58,107.75
MOLLC3,Inhaler,Australia,2018,15.69,121.65
MOLX,Suspension,Australia,2022,90.07,0.43
MOLA,Ointment,Australia,2022,152.97,178.16
MOLH2,Capsule,US,2024,156.03,171.09
MOLRA2,API,Japan,2019,152.83,163.72
MOLR2,Capsule,China,2016,10.56,135.63
MOLCKD1,Capsule,China,2017,43.4,129.68
MOLM1,Patch,Global,2022,106.54,52.13
MOLP3,Inhaler,Global,2021,92.54,185.1
MOLH3,Inhaler,Brazil,2022,106.25,176.15
MOLO3,Patch,Japan,2021,53.22,146.69
MOLR1,API,China,2024,31.65,86.73
MOLDEP3,Syrup,China,2020,190.91,125.12
MOLM1,Capsule,US,2021,156.62,168.8
MOLD3,Ointment,Brazil,2022,83.37,14.47
MOLD1,Patch,Global,2021,26.76,2.68
MOLP3,Injection,Global,2021,108.33,177.06
MOLO3,Ointment,Brazil,2019,132.9,63.9
MOLO1,Suspension,US,2019,88.41,161.13
MOLD3,Capsule,Australia,2019,88.36,170.39
MOLY,Capsule,Japan,2021,1.11,4.46
MOLR2,Inhaler,Global,2015,67.34,182.87
MOLIBD3,Suspension,China,2024,198.71,173.61
MOLP1,Ointment,Global,2021,172.16,195.92
MOLDEP1,Patch,US,2019,35.05,3.59
MOLDEP2,Inhaler,Japan,2020,38.98,161.25
MOLR2,API,Canada,2024,12.34,27.03
MOLO1,Tablet,India,2020,79.09,34.01
MOLIBD2,Ointment,Brazil,2015,63.48,30.77
MOLIBD3,Syrup,India,2015,192.44,61.9
MOLLC1,Ointment,Canada,2016,85.34,177.62
MOL1,Ointment,India,2015,112.17,104.67
MOLM1,Inhaler,US,2015,106.53,129.16
MOLHF3,Tablet,Japan,2020,125.52,156.68
MOLLC1,API,Japan,2023,153.34,96.1
MOLHF2,Patch,Brazil,2022,133.75,10.71
MOLDEP2,Patch,Australia,2015,29.68,73.1
MOL1,Inhaler,EU,2021,101.52,124.63
MOLIBD2,Ointment,EU,2018,192.56,138.57
MOLO3,Injection,Global,2015,81.69,151.89
MOLX,API,EU,2023,108.08,65.63
MOL2,API,Global,2018,13.88,13.06
MOLX,Inhaler,Global,2015,6.51,18.92
MOLHF3,Injection,Canada,2021,7.35,143.35
MOLDEP1,Injection,EU,2021,185.67,62.23
MOLBC3,Ointment,US,2019,142.05,87.54
MOLO2,Patch,Brazil,2022,156.04,172.11
MOLM3,Tablet,Australia,2024,117.32,133.96
MOLIBD2,API,India,2015,100.01,46.54
MOLHF2,Capsule,US,2019,88.32,77.84
MOLRA3,Suspension,Japan,2016,33.82,57.01
MOLM3,Injection,China,2023,60.72,162.55
MOL1,Capsule,Australia,2016,94.27,72.23
MOLH2,Capsule,US,2024,90.07,65.59
MOLC,Syrup,Canada,2022,187.43,84.2
MOLDEP3,Capsule,China,2016,85.85,63.05
MOLRA2,Capsule,Australia,2021,30.93,8.25
MOLD3,API,India,2022,30.73,26.64
MOLP3,Capsule,Global,2019,167.85,99.0
MOLBC1,Injection,Canada,2022,93.65,192.08
MOLIBD3,Syrup,Canada,2017,50.86,9.27
MOLLC3,Suspension,Canada,2023,141.99,61.37
MOLO2,Tablet,Global,2020,49.88,61.18
MOLHF2,API,India,2019,20.3,163.31
MOLH1,Inhaler,US,2018,73.86,178.54
MOLC,API,Global,2023,45.98,59.35
MOL2,Injection,US,2016,158.36,22.43
MOLIBD2,Capsule,India,2023,166.73,29.7
MOLBC2,Capsule,India,2018,123.21,19.25
MOLH1,Injection,Canada,2015,60.01,88.36
MOLRA2,Ointment,China,2022,192.14,192.23
MOL1,Injection,India,2016,109.46,33.27
MOLDEP3,Ointment,Global,2022,177.56,27.88
MOLY,Syrup,Australia,2017,137.68,57.31
MOLLC2,API,Brazil,2019,19.29,193.18
MOLBC2,Suspension,Canada,2020,20.97,20.37
MOLBC1,Suspension,Australia,2020,152.42,33.77
MOLCKD1,Syrup,India,2018,103.53,61.48
MOLRA2,Capsule,China,2015,97.37,33.28
MOLCKD3,Inhaler,Australia,2022,178.27,75.06
MOLIBD3,Patch,Global,2015,133.34,8.78
MOLR1,Patch,Japan,2024,41.82,198.06
MOLD2,API,Global,2023,104.42,170.46
MOLY,Patch,China,2017,89.1,21.14
MOLHF2,Syrup,Japan,2018,33.05,69.26
MOLM1,Ointment,Global,2017,191.34,174.41
MOLH1,Tablet,Japan,2021,139.48,112.46
MOLDEP2,Inhaler,Global,2018,163.97,199.13
MOLM2,Suspension,EU,2018,98.27,74.61
MOLO1,Patch,Canada,2020,135.06,10.36
MOLDEP2,Syrup,China,2024,94.35,18.58
MOLLC3,API,Canada,2021,182.15,126.08
MOLLC3,Patch,Canada,2016,131.35,135.66
MOL2,Ointment,China,2023,114.34,194.31
MOLM1,Syrup,China,2019,169.76,199.06
MOLLC2,Injection,US,2022,163.32,124.98
MOLO2,Injection,Global,2024,102.19,5.74
MOLDEP3,Injection,Global,2016,9.48,157.44
MOLY,Inhaler,Global,2015,141.09,173.4
MOLD3,Tablet,Australia,2016,154.29,4.14
MOLO1,Patch,Canada,2015,132.76,92.64
MOLCKD3,Capsule,EU,2022,27.0,31.66
MOLM2,Injection,Japan,2019,12.58,10.97
MOLLC1,Ointment,Brazil,2019,118.52,173.78
MOLR1,Capsule,Brazil,2022,193.85,100.82
MOLBC2,Patch,US,2018,39.09,46.72
MOLLC1,Injection,EU,2016,80.33,131.55
MOLA,Patch,Canada,2015,87.75,198.66
MOLCKD2,Suspension,US,2022,77.1,56.05
MOLLC3,Tablet,India,2017,96.28,6.19
MOLY,Patch,India,2024,7.53,25.51
MOLIBD2,Tablet,Australia,2017,6.66,154.39
MOLIBD1,Tablet,Brazil,2019,191.92,23.17
MOLM2,API,China,2022,187.42,71.32
MOLRA2,Capsule,Global,2022,79.73,30.94
MOLCKD3,Inhaler,EU,2018,184.0,173.73
MOLO1,Patch,China,2022,193.22,56.25
MOLIBD2,Patch,Australia,2023,67.46,84.05
MOLHF1,Suspension,India,2018,64.93,12.46
MOL1,Patch,EU,2016,51.58,102.02
MOLX,Injection,China,2024,27.66,158.5
MOL2,Injection,China,2023,87.77,67.51
MOL1,Inhaler,Canada,2024,121.75,89.58
MOLH1,Inhaler,India,2023,169.91,127.57
MOLR1,Capsule,Australia,2018,2.41,27.09
MOLRA1,API,US,2016,25.67,82.26
MOLBC2,Tablet,Canada,2021,76.54,6.27
MOLH1,Tablet,India,2021,154.75,107.33
MOLP3,Patch,China,2017,144.29,121.47
MOLCKD1,Injection,US,2017,25.46,107.94
MOLY,Ointment,EU,2024,111.83,35.87
MOLCKD2,Patch,Japan,2022,107.6,170.8
MOLCKD2,Injection,US,2019,48.49,118.21
MOLIBD1,Patch,EU,2020,44.18,148.38
MOLIBD3,Syrup,US,2022,59.57,167.02
MOLIBD1,Capsule,EU,2018,113.4,184.34
MOLLC3,API,US,2020,143.35,27.25
MOLBC3,Tablet,Canada,2024,12.32,13.44
MOLLC2,Ointment,EU,2018,98.0,51.72
MOLM3,Ointment,Canada,2016,121.75,56.91
MOLRA2,Tablet,EU,2020,62.54,124.86
MOLIBD1,Tablet,Brazil,2023,126.72,140.73
MOLDEP3,Syrup,Global,2019,111.77,124.01
MOLBC2,API,EU,2024,67.71,149.4
MOLD1,Tablet,US,2024,144.18,148.32
MOLCKD1,Capsule,China,2024,4.15,162.36
MOLRA2,Injection,EU,2024,119.12,49.38
MOLR1,Patch,India,2024,136.23,58.06
MOLM2,Patch,India,2016,60.02,196.55
MOLH3,Injection,US,2019,31.91,80.95
MOLM2,Ointment,EU,2018,8.73,151.78
MOLLC3,Ointment,Japan,2018,118.33,159.9
MOLX,Ointment,Japan,2020,87.69,54.81
MOLR3,API,Australia,2016,172.47,89.17
MOLHF3,Inhaler,US,2023,25.08,44.5
MOLIBD1,Ointment,Canada,2019,38.98,135.84
MOLRA2,Inhaler,Global,2015,77.41,192.08
MOLD2,Tablet,US,2015,72.36,17.31
MOLHF3,Injection,Canada,2022,96.94,8.58
MOLP1,Suspension,Australia,2017,109.71,11.24
MOLR1,Suspension,Japan,2015,149.62,112.54
MOLD3,Tablet,India,2017,85.48,181.19
MOLD1,API,Australia,2016,48.33,44.12
MOLLC3,Patch,Canada,2019,71.69,2.98
MOLDEP1,Tablet,US,2021,96.81,17.16
MOLX,Injection,US,2020,176.95,99.88
MOLR1,Ointment,Brazil,2019,39.9,46.12
MOLHF2,Ointment,Brazil,2024,136.8,151.76
MOLIBD3,Inhaler,EU,2017,32.78,124.76
MOLIBD1,API,US,2021,178.73,110.17
MOLHF1,Injection,EU,2019,114.77,161.74
MOLH1,Ointment,Japan,2022,23.25,158.66
MOLDEP2,API,Global,2024,71.46,149.86
MOL1,Patch,Canada,2021,91.14,160.18
MOLLC3,Syrup,US,2018,105.68,158.45
MOLBC2,Tablet,Australia,2018,108.47,16.92
MOLLC3,Patch,Global,2023,127.82,83.43
MOLBC1,Injection,Australia,2021,192.58,46.06
MOLHF2,Injection,Australia,2024,20.84,118.2
MOLLC3,Capsule,Japan,2024,104.68,89.12
MOLM3,Injection,India,2024,151.29,72.57
MOLH1,Syrup,EU,2022,22.09,144.49
MOLM2,Suspension,US,2017,111.5,101.52
MOLC,API,China,2021,135.03,34.27
MOL2,Suspension,China,2023,106.43,74.29
MOL1,Capsule,Brazil,2020,86.2,172.68
MOLRA1,Inhaler,Global,2024,198.78,79.07
MOLIBD2,Syrup,China,2024,93.04,99.99
MOLH2,API,Australia,2024,37.72,111.04
MOLIBD2,Capsule,Brazil,2023,90.37,25.55
MOLR3,Syrup,Japan,2016,165.41,2.91
MOL2,Tablet,India,2017,191.12,199.52
MOLCKD2,Tablet,EU,2020,32.44,167.78
MOLIBD2,Suspension,Canada,2021,54.72,95.43
MOLM2,Suspension,EU,2018,12.38,150.72
MOLCKD1,Tablet,US,2021,119.79,12.52
MOLD1,Inhaler,Canada,2020,199.75,28.56
MOLO1,Syrup,Canada,2020,97.38,135.5
MOLO1,Inhaler,India,2015,157.45,104.62
MOLCKD3,Injection,Australia,2021,186.94,172.3
MOLHF1,Inhaler,Australia,2022,143.37,158.97
MOLP3,Ointment,Australia,2015,1.89,83.15
MOLH3,API,Canada,2023,42.8,80.91
MOLR3,Syrup,Japan,2017,196.85,199.22
MOLO2,Suspension,Australia,2017,55.3,97.56
MOLCKD3,Suspension,China,2015,51.34,134.5
MOLLC3,API,EU,2015,108.19,2.25
MOLDEP1,Patch,China,2023,96.77,75.96
MOLO3,Injection,EU,2021,112.16,175.53
MOLRA2,Injection,Brazil,2015,114.69,138.27
MOLR3,Ointment,EU,2019,63.85,140.5
MOLR1,Capsule,EU,2021,4.47,8.28
MOLH3,Ointment,EU,2018,142.68,102.48
MOLHF3,Syrup,Canada,2016,118.03,32.29
MOLC,Tablet,China,2022,199.01,128.55
MOLHF3,Capsule,Australia,2023,47.16,99.19
MOLR2,API,China,2021,14.64,86.9
MOLH3,Tablet,Canada,2021,154.04,40.48
MOLD2,Suspension,Japan,2015,184.13,101.34
MOLHF3,Injection,EU,2022,21.41,127.11
MOLDEP3,API,India,2016,62.29,94.71
MOLRA2,Patch,Japan,2024,91.86,166.03
MOLIBD2,Ointment,India,2021,63.95,65.01
MOLD3,Syrup,Brazil,2015,144.45,158.77
MOLHF2,Patch,India,2019,36.52,45.12
MOLCKD2,Injection,Global,2021,122.94,26.71
MOLHF3,Tablet,Brazil,2022,181.7,159.89
MOLO1,Injection,Brazil,2023,174.82,115.43
MOLM1,API,EU,2020,22.65,57.39
MOLIBD3,Injection,India,2024,23.56,120.29
MOLCKD1,Ointment,EU,2022,64.51,139.97
MOLDEP1,Ointment,Japan,2023,33.47,5.39
MOLH3,Capsule,Canada,2024,197.72,136.1
MOLHF2,Syrup,Australia,2022,99.32,23.55
MOLHF1,Injection,Canada,2019,128.08,159.77
MOLDEP1,API,India,2019,186.13,85.29
MOLDEP3,Ointment,Australia,2015,23.0,178.38
MOLH2,Capsule,Australia,2024,153.55,69.24
MOLH3,Patch,EU,2022,4.65,125.33
MOLRA2,Syrup,Japan,2023,188.77,100.37
MOLM3,Capsule,Brazil,2016,4.2,6.04
MOLR2,Patch,Canada,2023,39.13,11.96
MOLRA1,Injection,Japan,2016,162.54,145.53
MOLIBD3,Patch,Global,2022,24.34,26.68
MOLIBD3,Ointment,China,2023,197.99,121.96
MOLLC3,Inhaler,EU,2021,71.11,98.29
MOLCKD3,Inhaler,China,2017,196.37,72.21
MOLRA2,Tablet,Canada,2016,93.02,11.76
MOLLC1,Ointment,China,2018,148.25,105.26
MOLP1,Patch,US,2017,104.47,34.53
MOLLC3,Syrup,China,2017,113.45,97.97
MOLBC3,Patch,Canada,2016,174.56,32.59
MOLR1,Tablet,Global,2016,141.72,13.43
MOLO3,Injection,Brazil,2020,194.54,113.75
MOL1,Tablet,Canada,2019,125.82,123.61
MOLCKD2,Inhaler,Canada,2022,183.54,124.21
MOLDEP3,Tablet,EU,2023,179.85,188.09
MOLBC1,Tablet,US,2019,94.84,184.07
MOLLC2,API,Brazil,2015,80.27,47.03
MOLCKD1,Tablet,Brazil,2020,164.7,128.43
MOL2,Injection,US,2016,103.53,88.85
MOL2,Suspension,Australia,2022,101.68,90.41
MOLIBD2,Tablet,India,2023,49.82,45.57
MOLCKD2,Suspension,China,2020,31.49,34.64
MOLCKD2,Injection,Canada,2015,113.95,124.97
MOL2,Capsule,Japan,2021,127.11,19.13
MOLDEP3,Capsule,Australia,2023,62.31,141.92
MOLR1,Inhaler,Japan,2016,70.97,30.46
MOLO1,Patch,Australia,2024,30.32,151.72
MOLIBD1,Syrup,Brazil,2017,96.62,127.51
MOLM3,API,Brazil,2021,1.05,180.68
MOLM2,API,India,2019,23.09,76.12
MOLM2,Inhaler,US,2017,26.86,41.74
MOLIBD3,Tablet,Japan,2022,199.29,73.77
MOLO3,Patch,China,2018,64.59,154.61
MOLD3,Syrup,Australia,2023,176.9,105.2
